Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
v-3-2-0,org.apache.cassandra.utils,ByteBufferUtil,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: EMPTY_BYTE_BUFFER; UNSET_BYTE_BUFFER
v-3-2-0,org.apache.cassandra.utils,ByteBufferUtil,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 57 public methods
v-3-2-0,org.apache.cassandra.utils,UUIDSerializer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serializer
v-3-2-0,org.apache.cassandra.utils,FilterFactory,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: AlwaysPresent; logger; BITSET_EXCESS
v-3-2-0,org.apache.cassandra.utils,MerkleTree,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serializer; serialVersionUID; RECOMMENDED_DEPTH; CONSISTENT; FULLY_INCONSISTENT; PARTIALLY_INCONSISTENT; EMPTY_HASH; hashdepth; fullRange; partitioner; maxsize; size; root; serialVersionUID; sizeOnLeft; sizeOnRight; rowsOnLeft; rowsOnRight; serialVersionUID; tree; depth; hashable; tovisit; tree; serialVersionUID; IDENT; token; lchild; rchild; serializer; serialVersionUID; IDENT; serializer; token; hash; size; serialVersionUID; serializer; hash; sizeOfRange; rowsInRange
v-3-2-0,org.apache.cassandra.utils,MerkleTree,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 62 public methods
v-3-2-0,org.apache.cassandra.utils,MerkleTreeSerializer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,TreeDifference,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,TreeRange,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,TreeRange,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serialVersionUID; tree; depth; hashable
v-3-2-0,org.apache.cassandra.utils,TreeRangeIterator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,Inner,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serialVersionUID; IDENT; token; lchild; rchild; serializer
v-3-2-0,org.apache.cassandra.utils,InnerSerializer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,Leaf,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serialVersionUID; IDENT; serializer
v-3-2-0,org.apache.cassandra.utils,LeafSerializer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,RowHash,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,RowHash,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: token; hash; size
v-3-2-0,org.apache.cassandra.utils,HashableSerializer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,BadRange,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,InvalidHash,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,TooDeep,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,OverlapIterator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,Pair,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: left; right
v-3-2-0,org.apache.cassandra.utils,BatchRemoveIterator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,ExpiringMap,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,ExpiringMap,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: logger; shutdown; value; timeout; createdAt; service; cache; defaultExpiration
v-3-2-0,org.apache.cassandra.utils,CacheableObject,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,CacheableObject,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: value; timeout; createdAt
v-3-2-0,org.apache.cassandra.utils,Interval,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: min; max; data; minOrdering; maxOrdering; reverseMaxOrdering
v-3-2-0,org.apache.cassandra.utils,Mx4jTool,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,EstimatedHistogram,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serializer; bucketOffsets; buckets
v-3-2-0,org.apache.cassandra.utils,EstimatedHistogram,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 22 public methods
v-3-2-0,org.apache.cassandra.utils,EstimatedHistogramSerializer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,TopKSampler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,TopKSampler,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: logger; enabled; samplerExecutor; summary; hll; topK; cardinality
v-3-2-0,org.apache.cassandra.utils,SamplerResult,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,SamplerResult,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: topK; cardinality
v-3-2-0,org.apache.cassandra.utils,NativeSSTableLoaderClient,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,ManyToOne,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,Candidate,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,Reducer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,OneToOne,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,TrivialOneToOne,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,HistogramBuilder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,HistogramBuilder,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: EMPTY_LONG_ARRAY; ZERO; values; count
v-3-2-0,org.apache.cassandra.utils,FBUtilities,Multifaceted Abstraction,The tool detected the smell in this class because the cohesion among the methods of this class is low. LCOM of this class is: 0.9230769230769231
v-3-2-0,org.apache.cassandra.utils,FBUtilities,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: logger; jsonMapper; TWO; DEFAULT_TRIGGER_DIR; OPERATING_SYSTEM; IS_WINDOWS; HAS_PROCFS; localInetAddress; broadcastInetAddress; localMD5Digest; MAX_UNSIGNED_SHORT; threadLocalScratchBuffer; source
v-3-2-0,org.apache.cassandra.utils,FBUtilities,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 61 public methods
v-3-2-0,org.apache.cassandra.utils,WrappedCloseableIterator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,IMergeIterator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,CassandraVersion,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: VERSION_REGEXP; PATTERN_WHITESPACE; pattern; SNAPSHOT; major; minor; patch; preRelease; build
v-3-2-0,org.apache.cassandra.utils,CounterId,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LENGTH; instance; id; current
v-3-2-0,org.apache.cassandra.utils,LocalId,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: instance
v-3-2-0,org.apache.cassandra.utils,LocalCounterIdHolder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,NoSpamLogger,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 23 public methods
v-3-2-0,org.apache.cassandra.utils,AlwaysPresentFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,DiscreteAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,StreamingHistogram,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serializer; bin; maxBinSize
v-3-2-0,org.apache.cassandra.utils,StreamingHistogramSerializer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,IntervalTree,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,IntervalNode,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,TreeIterator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,Serializer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,FastByteOperations,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 28 public methods
v-3-2-0,org.apache.cassandra.utils,ByteOperations,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,UnsafeOperations,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,PureJavaOperations,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,Killer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,WrappedRunnable,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,MerkleTrees,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serializer; merkleTrees; partitioner; it; current
v-3-2-0,org.apache.cassandra.utils,MerkleTrees,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 26 public methods
v-3-2-0,org.apache.cassandra.utils,TreeRangeIterator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,MerkleTreesSerializer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,TokenRangeComparator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,IFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,IFilter,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: sharedCopy
v-3-2-0,org.apache.cassandra.utils,DefaultValue,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,BloomFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,BloomFilter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: reusableIndexes; bitset; hashCount; oldBfHashOrder
v-3-2-0,org.apache.cassandra.utils,CoalescingStrategies,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 35 methods
v-3-2-0,org.apache.cassandra.utils,Clock,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,Coalescable,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,MD5Digest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: bytes; hashCode
v-3-2-0,org.apache.cassandra.utils,ConcurrentBiMap,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,OutputHandler,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: logger; debug; printStack
v-3-2-0,org.apache.cassandra.utils,LogOutput,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,SystemOutput,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,SystemOutput,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: debug; printStack
v-3-2-0,org.apache.cassandra.utils,BackgroundActivityMonitor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,BackgroundActivityMonitor,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: logger; USER_INDEX; NICE_INDEX; SYS_INDEX; IDLE_INDEX; IOWAIT_INDEX; IRQ_INDEX; SOFTIRQ_INDEX; NUM_CPUS; PROC_STAT_PATH; compaction_severity; manual_severity; reportThread; statsFile; lastReading
v-3-2-0,org.apache.cassandra.utils,BackgroundActivityReporter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,IndexedSearchIterator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils,IndexedSearchIterator,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): SearchIterator
v-3-2-0,org.apache.cassandra.utils.memory,MemtableCleanerThread,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils.memory,NativePool,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils.memory,NativeAllocator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils.memory,RaceAllocated,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils.memory,Region,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils.memory,ContextAllocator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils.memory,MemoryUtil,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: UNSAFE_COPY_THRESHOLD; unsafe; DIRECT_BYTE_BUFFER_CLASS; DIRECT_BYTE_BUFFER_ADDRESS_OFFSET; DIRECT_BYTE_BUFFER_CAPACITY_OFFSET; DIRECT_BYTE_BUFFER_LIMIT_OFFSET; DIRECT_BYTE_BUFFER_POSITION_OFFSET; DIRECT_BYTE_BUFFER_ATTACHMENT_OFFSET; BYTE_BUFFER_CLASS; BYTE_BUFFER_OFFSET_OFFSET; BYTE_BUFFER_HB_OFFSET; BYTE_ARRAY_BASE_OFFSET; BIG_ENDIAN; UNALIGNED; INVERTED_ORDER
v-3-2-0,org.apache.cassandra.utils.memory,MemoryUtil,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 29 public methods
v-3-2-0,org.apache.cassandra.utils.memory,SlabPool,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils.memory,HeapPool,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils.memory,AbstractAllocator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils.memory,CloningBTreeRowBuilder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils.memory,BufferPool,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CHUNK_SIZE; MEMORY_USAGE_THRESHOLD; ALLOCATE_ON_HEAP_WHEN_EXAHUSTED; DISABLED; DEBUG; logger; noSpamLogger; EMPTY_BUFFER; globalPool; localPool; recycleRound; allChunks; MACRO_CHUNK_SIZE; debug; macroChunks; chunks; memoryUsage; metrics; chunks; chunkCount; chunks; localPoolReferences; localPoolRefQueue; EXEC; slab; baseAddress; shift; freeSlots; freeSlotsUpdater; owner; lastRecycled; original
v-3-2-0,org.apache.cassandra.utils.memory,BufferPool,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: HintsStore; StorageService; VersionedValue; MessagingService; BootStrapper; RangeStreamer; Gossiper; FailureDetector; FileUtils; JVMStabilityInspector; DatabaseDescriptor; SSTableFormat; SSTableWriter; RowIndexEntry; DeletionTime; FBUtilities; FastByteOperations; BestHolder; ObjectSizes; ByteBufferUtil; Hex; UUIDGen; Schema; SystemKeyspace; QueryProcessor; ResultMessage; Rows; ResultSet; ResultMetadata; PagingState; Server; CBUtil; Event; TopologyChange; StatusChange; SchemaChange; Message; Frame; Header; ErrorMessage; MD5Digest; ClientWarn; SSLFactory; LatestEvent; AbstractType; CQL3Type; CollectionSerializer; ColumnIdentifier; Selector; AssignmentTestable; Collection; Selectable; WritetimeOrTTLSelector; LongType; Constants; DateType; TimestampType; TimestampSerializer; LongSerializer; Int32Type; Int32Serializer; SelectorFactories; AbstractFunctionSelector; SelectionColumnMapping; Lists; QueryOptions; UTF8Type; Json; AsciiType; Terms; Value; Appender; FieldSelector; BytesType; BytesSerializer; Clustering; ClusteringPrefix; Slice; Bound; RangeTombstone; CBuilder; Serializer; IndexMetadata; IndexTarget; LegacyLayout; CFMetaData; PartitionColumns; Columns; BTree; BTreeRemoval; BTreeSet; CreateTableStatement; CompactTables; MigrationManager; StageManager; MigrationTask; SchemaKeyspace; KeyspaceParams; ReplicationParams; UntypedResultSet; SelectStatement; Selection; RawSelector; CounterContext; CompactionManager; SSTableReader; Component; Descriptor; BigFormat; BigVersion; Directories; Component; BlacklistedDirectories; LifecycleTransaction; LogTransaction; SSTable; SnapshotDeletingTask; WindowsFailedSnapshotTracker; LogFile; LogRecord; CacheService; SinglePartitionReadCommand; Slices; ComponentOfSlice; Memtable; CommitLog; CommitLogArchiver; CommitLogDescriptor; CommitLogReplayer; CommitLogSegment; CLibrary; SerializationHelper; ColumnFilter; ColumnSubselection; CellPath; ReplayFilter; RandomAccessReader; MmappedRegions; CompressionMetadata; Ref; Keyspace; AbstractReplicationStrategy; TokenMetadata; ColumnFamilyStore; ViewManager; TemporalRow; LivenessInfo; TemporalCell; Conflicts; StorageProxy; HintsService; HintsDescriptor; HintsCatalog; SyncUtil; HintedHandOffManager; TriggerExecutor; PartitionUpdate; MutableDeletionInfo; EncodingStats; Rows; Row; Deletion; ComplexColumnData; ByteType; ByteSerializer; Cell; BufferCell; BTreeRow; Cells; Commit; Batch; Mutation; BatchlogManager; UUIDType; UUIDSerializer; TimeUUIDType; DataLimits; CQLLimits; Tracing; TraceState; TraceKeyspace; KeyspaceMetadata; Types; Maps; Putter; ViewUtils; LegacyBatchlogMigrator; AbstractReadExecutor; SpeculativeRetryParam; TableParams; CompactionParams; SizeTieredCompactionStrategy; AbstractCompactionStrategy; CompactionController; SimpleSSTableMultiWriter; LeveledCompactionStrategy; LeveledManifest; LeveledScanner; LocalMutationRunnable; CassandraIndex; RowFilter; Expression; Row; CassandraIndexFunctions; CompositeType; TypeParser; View; AbstractBounds; Token; PartitionPosition; Helpers; SecondaryIndexManager; View; ClientState; ThriftValidation; Attributes; Memory; BufferPool; Chunk; ActiveRepairService; TableMetrics; Group; ReadExecutionController; EmptyIterators; DataRange; CachedBTreePartition; ImmutableBTreePartition; AbstractBTreePartition; DeletionInfo; Slice; SerializationHeader; IndexSummary; DecoratedKey; GlobalTidy; DebuggableThreadPoolExecutor; IndexSummaryBuilder; CompactionInfo; AutoSavingCache; CompactionMetrics; CompactionStrategyManager; ReadQuery; QueryPager; StatementRestrictions; Indexes; PartitionRangeReadCommand; RowUpdateBuilder; Sets; Adder; DataResource; LegacyBound; LegacyCell; LegacyDeletionInfo; CellGrouper; Prepared; PartitionIterators; CompactionHistoryTabularData; ThriftServer; CassandraDaemon; LegacySchemaMigrator; UnfilteredRowIterators; UnfilteredRowMergeIterator; UDFunction; UDHelper; FunctionExecutionException; UDAggregate; GCInspector; StatusLogger; RepairMessage; ValidationRequest; RepairJobDesc; ValidationComplete; MerkleTrees; MerkleTree; Hashable; Inner; Leaf; SyncRequest; SyncComplete; AnticompactionRequest; PrepareMessage; SnapshotMessage; HintMessage; HintResponse; PrepareResponse; OutboundTcpConnection; TokenSerializer; StreamManager; StreamStateCompositeData; SessionInfoCompositeData; StreamSession; LoadBroadcaster; PendingRangeCalculatorService; SSTableLoader; TokenSerializer; SystemDistributedKeyspace; AuthKeyspace; Roles; RepairOption; HintsWriter; HintsBuffer
v-3-2-0,org.apache.cassandra.utils.memory,BufferPool,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 55 methods
v-3-2-0,org.apache.cassandra.utils.memory,Debug,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
v-3-2-0,org.apache.cassandra.utils.memory,GlobalPool,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
